Nome,Endereço,Cidade,Avaliação,Tipos,Latitude,Longitude,Place_ID
Parque Capivari,"R. Eng. Diogo José de Carvalho, 1291 - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-22.718.118,-4.556.643.700.000.000,ChIJpTVWdFeIzJQRCJAoj1GQVos
Ducha de Prata,"Av. Mariane Baungart, 2485 - Vila Izabel, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"atração turística, ponto de interesse, estabelecimento",-227.381.029,-45.569.105,ChIJz7kyiaOJzJQRHVanZIYqEcI
Parque Amantikir,"R. Simplício Ribeiro de Toledo Neto, 2200 - Gavião Gonzaga, Campos do Jordão - SP, 12467-610, Brasil","Campos do Jordão, SP",4.7,"atração turística, parque, ponto de interesse, estabelecimento",-227.835.819,-456.028.104,ChIJj5e31_phzJQRtfpAZJAQE9s
Bosque do Silêncio,"Av. Sen. Roberto Simonsen, 1724 - Jardim Alpestre, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-227.335.427,-455.714.982,ChIJG3guiK-JzJQROduL6BcL0sI
Palácio Boa Vista,"Av. Adhemar Pereira de Barros, 3001 - Jardim Dirce, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"museu, atração turística, ponto de interesse, estabelecimento",-227.358.731,-456.124.834,ChIJcSlAFwMCzpQR0oPjWEunz2w
Parque dos Elefantes,"R. N "" Cinco "", 97 - Jd Belvedere, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.8,"parque, atração turística, ponto de interesse, estabelecimento",-22.713.153,-455.663.314,ChIJPSDgZleIzJQRS1ASSnu5VbU
Portal de Campos do Jordão,"Rod. Floriano Rodrigues Pinheiro, km 43 - Vista Alegre, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.550.923,-456.098.977,ChIJmTOsmHJizJQRSIRup-rSxcs
Trenzinho da Montanha,"Praça Castro Alves, s/n - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.2,"atração turística, ponto de interesse, estabelecimento",-227.176.656,-455.650.744,ChIJU5GO0VWIzJQRiyqM0QS5LyE
Trenó de Montanha - Campos do Jordão,"7CPM+H98 - Jardim Belvedere, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.8,"atração turística, ponto de interesse, estabelecimento",-227.135.888,-455.664.108,ChIJAZY7fsSJzJQRda3-qwp7pm0
Cachoeira Véu da Noiva,"Lot. Veu da Noiva, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.3,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-227.184.345,-455.558.434,ChIJicNFLx2JzJQRADwgmfwLP2g
Parque da Lagoinha,"Av. Pedro Paulo, 1455 - Lot. Veu da Noiva, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.8,"parque, ponto de interesse, estabelecimento",-227.094.417,-455.479.686,ChIJtWeyZA-JzJQRqENI3Lce_yM
Estação Ferroviária de Emílio Ribas,"Av. Emílio Ribas, s/n - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"atração turística, museu, ponto de interesse, estabelecimento",-227.181.034,-455.674.607,ChIJ4wxpMNCJzJQR1j7jcmZCTqs
Fonte do Amor Eterno,"Av. Dr. Vítor Godinho, 44 - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.4,"atração turística, ponto de interesse, estabelecimento",-22.719.194,-455.676.909,ChIJp4EZJzKJzJQRHzI4NjcHxQU
Mosteiro de São João - Monjas Beneditinas,"Av. Dr. Adhemar de Barros, 330 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, local de culto, ponto de interesse, estabelecimento",-227.361.992,-455.957.849,ChIJ-0mv4tOJzJQR1piSwGoy9f4
Praça das Artes,"Rod. Federal, 353 - V Matilde, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-227.507.345,-4.560.721.059.999.990,ChIJ5fW9psqJzJQR8u_RFdZNtN0
Parque Tarundu,"Av. José A. Manso, 1515 - Toriba, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.0,"atração turística, parque, hospedagem, restaurante, alimentação, ponto de interesse, estabelecimento",-227.665.172,-456.034.933,ChIJLWhA5AZizJQR6fFjdZr0I58
Gruta dos Crioulos,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.0,"ponto de interesse, estabelecimento",-227.004.598,-455.924.678,ChIJhfoLNWmJzJQRq_52VC6ZYXw
Mirante Lajeado,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.834.988,-456.082.948,ChIJc-r4OPlhzJQRcbYyCHrx704
Parque da Cerejeira de Campos do Jordão,"Av. Tassaburo Yamaguchi, 2.173 - Vila Albertina, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"parque, atração turística, ponto de interesse, estabelecimento",-227.614.792,-456.206.505,ChIJfdHasz9izJQRZTX1rmyX-yk
Pico do Imbiri,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"atração turística, parque, ponto de interesse, estabelecimento",-22.700.582,-455.855.018,ChIJlU-99Q2IzJQRt7msiccJGVc
Ponte dos Guarda-Chuvas,"Av. José de Oliveira Damas, 582 - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-227.179.192,-4.556.830.069.999.990,ChIJbyKeNOSJzJQRmdtP2A0sxY4
Parque da Floresta Encantada,"R. Arandi, 270 - Vila Poran, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.3,"parque, ponto de interesse, estabelecimento",-227.467.854,-455.636.509,ChIJa5dTM5yJzJQRezeynPstzTs
Corredeiras do Fôjo,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.3,"atração turística, ponto de interesse, estabelecimento",-227.389.123,-4.554.319.630.000.000,ChIJW5pp8TKJzJQRsGzcCNifwYU
Teleférico do Morro do Elefante - WebCampos,"Rua Ype - Jardim Elizabete, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.4,"parque, ponto de interesse, estabelecimento",-227.132.945,-455.664.947,ChIJx99L7S6JzJQRLpdG66Fs3yA
A SELVA,"Av. Mariane Baungart, 2465 - V Izabel, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.8,"atração turística, ponto de interesse, estabelecimento",-227.380.015,-455.693.639,ChIJkbePUpuJzJQRinbNCW7hoEI
Museu Felícia Leirner,"Av. Dr. Luis Arrobas Martins, 1880 - Alto Boa Vista, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"museu, atração turística, ponto de interesse, estabelecimento",-22.743.852,-45.632.977,ChIJn5Y80fhizJQRA0Rwv9iVaHI
Centro de Memória Ferroviária de Campos do Jordão,"12460-000, Av. Emílio Ribas, 66-212 - J Elizabete, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.3,"museu, atração turística, ponto de interesse, estabelecimento",-227.176.848,-455.666.065,ChIJddwPH1SIzJQRgC_ReNIHa3g
Parque João Doria Capivari - WebCampos,"R. Eng. Diogo José de Carvalho, 100 - J Elizabete, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.1,"atração turística, ponto de interesse, estabelecimento",-227.177.779,-455.662.002,ChIJqyaHvBCJzJQRO5Ypll8jarU
Vista Chinesa ou Mirante Belvedere,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-227.774.728,-456.160.988,ChIJdbnyPx5izJQRjosCH7RaehY
Parque Estadual Campos do Jordão (Horto Florestal),"Av. Pedro Paulo, s/n, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, parque, ponto de interesse, estabelecimento",-226.898.797,-454.811.782,ChIJCy9mv9KLzJQRWzkgqlGRnHI
Mirante de Vidro AME Campos,"Av. Ernesto Diederichsen - V Matilde, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.8,"atração turística, ponto de interesse, estabelecimento",-227.718.411,-455.996.611,ChIJ0WkUE52LzJQRQpg4dUJs4Ac
Praça da Bandeira,"1288, Av. Dr. Januário Miraglia, 1272 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-22.738.694,-455.917.533,ChIJXRZPN9CJzJQRlZf8AmzKOt0
Praça São Benedito,"Av. Macedo Soares, 5 - J Elizabete, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"parque, ponto de interesse, estabelecimento",-227.184.663,-455.665.737,ChIJlWu0bFSIzJQRCx3DV5pBb3M
Parque da Cerveja,"Estrada Municipal Paulo Costa Lenz César, 2150 - Alto Lajeado, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.1,"parque, restaurante, alimentação, ponto de interesse, estabelecimento",-22.781.498,-456.040.617,ChIJz_wiiBxhzJQRhlC43lfxTlM
Parque dos Cedros,"Rio Sapucaí,, SP, Brasil","Campos do Jordão, SP",3.9,"parque, atração turística, ponto de interesse, estabelecimento",-227.372.156,-455.925.684,ChIJfayhxNGJzJQRh6KVNFqPu6c
Aventoriba,"Av. Ernesto Diederichsen, 2962 - V Matilde, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.2,"parque, ponto de interesse, estabelecimento",-22.771.907,-455.996.969,ChIJm5C8dRWJzJQRIgGDMMoCZAQ
Circuito Turístico de Campos do Jordão Sp,"Abernéssia, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-227.408.457,-4.559.439.099.999.990,ChIJL_Ddn3aJzJQRgqY9xNVlz9c
Mercado Municipal de Campos do Jordão,"Av. Dr. Adhemar de Barros, 26 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.4,"atração turística, ponto de interesse, estabelecimento",-227.387.484,-455.929.331,ChIJWyjCW9CJzJQRVbeGVlCAy8Y
Trenzinho do Chiquinho,"Praça Castro Alves - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-227.173.501,-455.649.929,ChIJV7WMGu2JzJQRpMnkxqaW6oQ
Passeios turístico e 4x4 Campos do Jordão,"Senador Gustavo de Godoy - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",5.0,"agência de viagens, ponto de interesse, estabelecimento",-227.227.765,-455.711.852,ChIJe8EESTuJzJQRfakHVuy0z6A
Mirante Home Green,"Av. Itapeva, 106 - V Poran, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, ponto de interesse, estabelecimento",-227.492.283,-455.599.435,ChIJyWTol0eJzJQRodOyeiCjeEs
Mirante - Parque Amantikir,"Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.8,"atração turística, ponto de interesse, estabelecimento",-227.834.252,-456.082.952,ChIJJYn5TUJhzJQRF2-NvgUYAHM
Fazendinha Toriba,"Estr. Mun. Paulo Costa Lenz Cesar, 630, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"atração turística, parque de diversões, parque, ponto de interesse, estabelecimento",-227.759.455,-456.020.248,ChIJMRORaf5hzJQRZX28nr_sWGk
Galeria Morro do Elefante,"R. N "" Cinco "", 160 - Jd Belvedere, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",3.9,"atração turística, ponto de interesse, estabelecimento",-227.130.555,-45.567.166,ChIJ0QwO3zuJzJQRzXad5oi65Wg
Parque estadual Campos Do Jordão,"Av. Pedro Paulo - Lot Véu da Noiva, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"parque, ponto de interesse, estabelecimento",-22.690.198,-45.489.899,ChIJhwH01waPzJQRUSUS1yvV1vo
Telefone Inglês,"R. Simão C. Saraiva, 32 - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-227.188.498,-455.687.527,ChIJ6WZPwDyJzJQRB8d-85KQr7g
Prana Pôr do Sol,"Rua Gustavo Biagioni, Estr. p/ O Pico do Itapeva, 7900, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.2,"atração turística, cafe, bar, restaurante, alimentação, loja, ponto de interesse, estabelecimento",-227.646.199,-45.540.651,ChIJB52-47yLzJQRvGP2y9gcXOE
SS PASSEIOS EM CAMPOS DO JORDÃO,"Rua Mario Colla francisco, N°790 - Jardim Marcia, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",5.0,"agência de viagens, ponto de interesse, estabelecimento",-227.322.248,-455.921.691,ChIJ93JJThtjzJQRPx2I_wWZIEA
Mirante Por do Sol,"R. Via Marte, 104, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"atração turística, parque, ponto de interesse, estabelecimento",-227.175.595,-456.252.343,ChIJc48nYFRjzJQRLDsCtbhXLTU
Praça do Capivari - Campos do Jordão,"Rua Djalma Forjaz - Jardim Elizabete, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.7,"shopping, ponto de interesse, estabelecimento",-227.186.904,-455.667.096,ChIJS-eDcVSIzJQR1THpyCKfEms
Romantik Dalen,"R. Dr. Raphael Pelegrino Gianotti, 196 - Capivari, Campos do Jordão - SP, 12460-000, Brasil","Campos do Jordão, SP",4.5,"parque de diversões, ponto de interesse, estabelecimento",-227.191.621,-455.705.772,ChIJ_zYqwe2JzJQRfdjXPWS_S-Q
Parque Papa João Paulo II,"R. Mogi das Cruzes, 1799-2279 - Parque Res. Agudo Romão, Catanduva - SP, 15802-010, Brasil","Catanduva, SP",4.5,"parque, ponto de interesse, estabelecimento",-211.488.976,-489.901.393,ChIJLduSkUUevJQRILcuQN6JFgg
Zoológico Municipal Missina Palmeira Zancaner,"R. Três de Maio, 17 - Jardim do Bosque, Catanduva - SP, 15805-080, Brasil","Catanduva, SP",4.1,"zoológico, atração turística, ponto de interesse, estabelecimento",-211.261.509,-489.641.938,ChIJ09FE2YAevJQRJWp1pYM1kfQ
Parque Dos Ipês,"R. Nhandeara, 1-111 - Parque Iracema, Catanduva - SP, 15809-085, Brasil","Catanduva, SP",4.2,"parque, ponto de interesse, estabelecimento",-21.140.583,-489.583.054,ChIJ1x7ygdgdvJQRKicdJiraWUo
Igreja Matriz de São Domingos,"Praça Monsenhor Albino, s/n - Centro, Catanduva - SP, 15800-215, Brasil","Catanduva, SP",4.8,"atração turística, igreja, local de culto, ponto de interesse, estabelecimento",-211.384.653,-489.729.313,ChIJGSlZAWUevJQRyMvAu1G_sNM
Recinto de Exposições João Zancaner,"R. Olímpia, 1091 - Vila Guzzo, Catanduva - SP, 15803-025, Brasil","Catanduva, SP",4.1,"parque, ponto de interesse, estabelecimento",-211.242.996,-489.862.719,ChIJw8uaG-8evJQRD9inNOKXUYU
Centro Cultural e Histórico Padre Albino,"R. Belém, 647 - Centro, Catanduva - SP, 15801-240, Brasil","Catanduva, SP",4.6,"museu, ponto de interesse, estabelecimento",-211.403.683,-489.770.049,ChIJQaKkLGcevJQRyDeV9aUA1y8
PIT Ponto de Informações Turísticas Catanduva,"Praça Nove de Julho - Centro, Catanduva - SP, 15800-000, Brasil","Catanduva, SP",5.0,"ponto de interesse, estabelecimento",-211.389.051,-48.973.073,ChIJC-BuqAUfvJQRFF2dUszjcBY
"Teatro Municipal ""Aniz Pachá"" - Catanduva/SP","R. Quatorze de Abril, 50 - Jardim do Bosque, Catanduva - SP, 15805-020, Brasil","Catanduva, SP",4.7,"ponto de interesse, estabelecimento",-211.270.864,-4.896.394.009.999.990,ChIJI01ckIAevJQRHWxuLvKwzyY
Lá casa açaí catanduva SP,"R. Ourinhos - Vila Celso Mauad, Catanduva - SP, 15810-925, Brasil","Catanduva, SP",0.0,"atração turística, ponto de interesse, estabelecimento",-211.491.043,-489.690.975,ChIJObAv3pofvJQRCIrDoVk51bI
Clube Turismo Catanduva,"R. Olinda, 542 - Centro, Catanduva - SP, 15800-310, Brasil","Catanduva, SP",4.9,"agência de viagens, ponto de interesse, estabelecimento",-211.427.958,-489.775.887,ChIJNWVNOLofvJQR1F6Z2hLluto
WeFly Viagens,"R. Treze de Maio, 519 - Centro, Catanduva - SP, 15800-010, Brasil","Catanduva, SP",4.9,"agência de viagens, ponto de interesse, estabelecimento",-211.364.286,-4.897.431.900.000.000,ChIJwdU_C2QevJQRSjuxYf9gsq0
Praça Rodoviária,"R. Bálsamo, 130 - Vila São Luiz, Catanduva - SP, 15803-065, Brasil","Catanduva, SP",0.0,"parque, ponto de interesse, estabelecimento",-211.236.268,-489.844.332,ChIJe0hg0WUfvJQRt8Qvy7r88ws
Parque Cemucam,"R. Mesopotâmia, s/n - Jardim Passárgada, Cotia - SP, 06712-100, Brasil","Cotia, SP",4.6,"atração turística, parque, ponto de interesse, estabelecimento",-236.078.446,-4.684.664.739.999.990,ChIJ39qnNeiqz5QRuYl1NOU5wKo
Parque Teresa Maia,"Rua Santarém, 13 Vila Santo Antonio de, R. Santarém - Jardim Mediterraneo, Cotia - SP, 06708-675, Brasil","Cotia, SP",4.5,"parque, atração turística, ponto de interesse, estabelecimento",-235.877.917,-468.478.416,ChIJc6AR1piqz5QRsZGoxH_M72s
Sítio Cachoeira da Graça,"Estr. Morro Grande, 100 - Parque Santa Rita de Cassia, Cotia - SP, 06700-650, Brasil","Cotia, SP",4.2,"parque, ponto de interesse, estabelecimento,Cachoeira",-236.464.713,-469.602.689,ChIJMc9K1Smoz5QRx7OmHy0x4lA
Parque Jequitibá,"R. Sapucaí, 320-776 - Gramado, Cotia - SP, 06710-050, Brasil","Cotia, SP",4.4,"atração turística, parque, ponto de interesse, estabelecimento",-236.050.388,-46.812.845,ChIJEyDekCVVzpQRzGrwD0nai40
Trilha Cachoeira da Graça,"Estr. Mulatas, 498 - Portal do Santa Paula, Cotia - SP, 06721-100, Brasil","Cotia, SP",4.4,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-236.494.725,-469.621.831,ChIJDVt3Nmioz5QRffqshZ94yic
Templo Budista Odsal Ling,"R. dos Agrimensores, 1461 - Chácara Ondas Verdes, Cotia - SP, 06715-580, Brasil","Cotia, SP",4.8,"atração turística, local de culto, ponto de interesse, estabelecimento",-236.212.592,-468.722.815,ChIJ7zl0clCqz5QRmxuZvod5rAE
Cidade das Abelhas,"Estrada da Ressaca, Km 7, s/n Embu das Artes, Estrada Mun., 3405 - Ressaca, Cotia - SP, 06724-800, Brasil","Cotia, SP",4.3,"atração turística, parque, ponto de interesse, estabelecimento",-236.884.328,-4.689.849.239.999.990,ChIJE_T-n1ipz5QREKJ7V78kQmA
Parque Ecológico Chico Anysio,"R. Lourenço Giácomo - Bairro Jardim Nossa Sra. das Graças, Cotia - SP, 06700-450, Brasil","Cotia, SP",3.2,"parque, atração turística, ponto de interesse, estabelecimento",-236.156.796,-469.357.361,ChIJtdG8Ztapz5QRLm1UzoULBm4
Mini Fazenda Pet Zoo,"Chácara São José - Estr. da Escola Agrícola, 165 - Pereiras, Cotia - SP, 06726-410, Brasil","Cotia, SP",4.8,"atração turística, parque, hospedagem, ponto de interesse, estabelecimento",-236.543.798,-470.223.878,ChIJYa21lO-nz5QRenCEvUiz6H4
Sítio do Mandú,"Estr. do Sítio Mandú - Parque Monjolo, Cotia - SP, Brasil","Cotia, SP",4.4,"museu, ponto de interesse, estabelecimento",-235.902.463,-468.969.259,ChIJP63d93MBz5QR9jdMBgPX50Q
Animália Park,"Estr. do Furquim, 1490 - Chacara Santa Maria, Cotia - SP, 06720-250, Brasil","Cotia, SP",4.5,"zoológico, parque de diversões, ponto de interesse, estabelecimento",-236.231.637,-4.696.915.689.999.990,ChIJfbRIaIsHz5QRvUxyEPUSjWA
Bichomania Parque Fazenda - Fazendinha,"Estr. dos Píres, 1933 - Caucaia do Alto, Cotia - SP, 06728-100, Brasil","Cotia, SP",4.6,"parque de diversões, hospedagem, ponto de interesse, estabelecimento",-236.791.667,-470.046.882,ChIJl_2JVvWmz5QRov5n4f4eZHo
Thermas da Mata - Parque Aquático,"Estr. Morro Grande, 3000 - Jardim Isis, Cotia - SP, 06719-500, Brasil","Cotia, SP",4.1,"parque de diversões, parque, ponto de interesse, estabelecimento",-236.237.616,-469.520.776,ChIJSTMwECaoz5QRsWUY8MzhDMw
Praça do maçom,"Av. das Acácias, 58 - Cemucam, Cotia - SP, 06711-510, Brasil","Cotia, SP",0.0,"parque, ponto de interesse, estabelecimento",-236.005.207,-468.465.054,ChIJwzANIwCrz5QRusbpyIvhwiU
Parque Fazenda Mãe Terra,"Estr. Anhambuca, 1962 - Água Espraiada, Cotia - SP, 06727-600, Brasil","Cotia, SP",4.3,"parque de diversões, parque, ponto de interesse, estabelecimento",-236.863.427,-470.531.289,ChIJ1dzmzy2nz5QR-8-bggWr6hY
Parque Della Vittoria,"Estrada Miguel Novaes, 197 120 - Vila Belmira, Itapevi - SP, 06675-100, Brasil","Cotia, SP",4.2,"atração turística, parque, agência de viagens, ponto de interesse, estabelecimento",-235.720.463,-469.769.547,ChIJF4dy3SEGz5QRfLTcaJQijEs
Sitio do Padre Inacio - IPHAn,"Estr. Padre Inácio - Morro Grande, Cotia - SP, Brasil","Cotia, SP",4.3,"museu, ponto de interesse, estabelecimento",-236.435.742,-469.246.049,ChIJV633f6Gpz5QR3tj0sIndyt4
Cachoeira da Campininha,"Estr. dos Lusitanos - Caucaia do Alto, Ibiúna - SP, 18150-000, Brasil","Cotia, SP",4.4,"atração turística, ponto de interesse, estabelecimento,Cachoeira",-237.075.558,-470.619.267,ChIJ80CIyk2hz5QRREsKuS26dpY
Parque das Hortênsias,"Praça Miguel Ortega, 500 - Jardim Santa Rosa, Taboão da Serra - SP, 06754-160, Brasil","Cotia, SP",3.8,"parque, atração turística, ponto de interesse, estabelecimento",-236.013.513,-46.764.987,ChIJixdQqTdUzpQRqT48l3_VRYA
Tiktak Diversão,"Av. Benedito Isac Píres, 1401 - Parque Dom Henrique, Cotia - SP, 06716-300, Brasil","Cotia, SP",4.5,"parque de diversões, ponto de interesse, estabelecimento",-236.110.954,-469.056.205,ChIJG0K_IZWpz5QR90sC_VuVnws
Pactour Turismo,"R. Brasília, 186 - Parque Santa Rita de Cassia, Cotia - SP, 06700-590, Brasil","Cotia, SP",5.0,"agência de viagens, ponto de interesse, estabelecimento",-236.111.019,-469.463.388,ChIJJdCa9xUHz5QRaDLNpGdBfHY
Vila dos Coelhos,"Estr. dos figueiroas, Estrada das Figueiras, 890 - Ressaca, Cotia - SP, 06724-120, Brasil","Cotia, SP",4.3,"ponto de interesse, estabelecimento",-236.787.458,-469.046.382,ChIJ9T2gJFWpz5QRfgT5NHkrp7E
Fazendinha Fujimar - Mini Fazenda em Cotia / Recreação Infantil / Espaço para Eventos,"Estr. dos Neves, 300 - Capelinha, Cotia - SP, 06729-400, Brasil","Cotia, SP",4.3,"parque, ponto de interesse, estabelecimento",-237.501.954,-4.701.924.349.999.990,ChIJ533MbnGlz5QR_vrbGaIUr1I
Praça Japonesa,"R. da Glória, 158 - Moinho Velho, Cotia - SP, 06716-695, Brasil","Cotia, SP",3.9,"ponto de interesse, estabelecimento",-236.014.289,-469.067.623,ChIJl21Uy1UHz5QRKQRsqnENG6M
Fo Guang Shan Templo Zu Lai,"Estr. Fernando Nobre, 1461 - Parque Rincao, Cotia - SP, 06705-490, Brasil","Cotia, SP",4.8,"loja, saúde, local de culto, ponto de interesse, estabelecimento",-235.856.617,-468.824.662,ChIJF905454Az5QRQViTIdeKrrs
Museu histórico municipal José Chiachiri em Franca,"R. Campos Sáles, 2010 - Centro, Franca - SP, 14400-710, Brasil","Franca, SP",4.5,"atração turística, museu, ponto de interesse, estabelecimento",-205.356.334,-473.992.152,ChIJ1wuFkTqmsJQR9AUBZSQ8JYU
Relogio do Sol,"R. Monsenhor Rosa, 416-450 - Centro, Franca - SP, 14400-670, Brasil","Franca, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-205.382.503,-474.011.145,ChIJSfzi3S-msJQRR_BDqMfaGFE
Parque de Exposições Fernando Costa,"Pq. de Exposições Fernando Costa - Av. Dr. Flávio Rocha, 500 - Res. Sao Tomaz, Franca - SP, 14409-245, Brasil","Franca, SP",4.5,"parque, ponto de interesse, estabelecimento",-205.151.887,-474.074.848,ChIJk2cHhlSmsJQRQd2lzLciOiY
Bosque São Joaquim,"São Joaquim, Franca - SP, Brasil","Franca, SP",4.4,"parque, ponto de interesse, estabelecimento",-205.373.787,-474.300.837,ChIJOXdXCUWnsJQRNCrxKBKHSr8
Parque Ecológico Municipal Anthero dos Santos,"Av. Dr. Ariberto Pereira da Cunha, 2 - Portal das Colinas, Guaratinguetá - SP, 12516-410, Brasil","Guaratinguetá, SP",4.6,"parque, atração turística, ponto de interesse, estabelecimento",-228.043.245,-451.840.197,ChIJTXoXnbLFzJQR3LN8J5aAN9o
Casa de Frei Galvão,"R. Frei Lucas, 78 - Centro, Guaratinguetá - SP, 12501-120, Brasil","Guaratinguetá, SP",4.8,"museu, ponto de interesse, estabelecimento",-228.173.946,-451.929.366,ChIJ2wqD7PjEzJQRGJ1Hld2FtL8
Museu Histórico e Pedagógico Conselheiro Rodrigues Alves,"R. Dr. Morais Filho, 41 - Centro Histórico, Guaratinguetá - SP, 12500-290, Brasil","Guaratinguetá, SP",4.2,"atração turística, museu, ponto de interesse, estabelecimento",-228.160.323,-45.191.882,ChIJExSZrvjEzJQRZNfQy-SJbbw
Cachoeira do Onça,"Guaratinguetá - SP, Brasil","Guaratinguetá, SP",4.7,"atração turística, parque, ponto de interesse, estabelecimento,Cachoeira",-227.115.575,-453.991.663,ChIJaSpPv8STzJQRagnBNmnzNnY
Estação Ferroviária de Guaratinguetá,"Praça Condessa de Frontin, 82 - Centro, Guaratinguetá - SP, 12502-265, Brasil","Guaratinguetá, SP",4.6,"atração turística, ponto de interesse, estabelecimento",-228.139.773,-451.914.658,ChIJWb4D2VXEzJQRHSSyj-3miPk
Monumento às Garças,"Centro Histórico, Guaratinguetá - SP, 12500-100, Brasil","Guaratinguetá, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-228.125.937,-451.936.605,ChIJHwqYx4fFzJQR23gtrVSerA8
Museu Frei Galvão,"R. Comendador Rodrigues Alves, 48 - 2º andar - Centro, Guaratinguetá - SP, 12500-030, Brasil","Guaratinguetá, SP",4.6,"museu, ponto de interesse, estabelecimento",-228.161.862,-451.931.958,ChIJ6zwOJlbEzJQR-8PK0ck_2GY
Rotatória AMAR,"Av. Juscelino Kubitscheck de Oliveira, 421 - Campo do Galvão, Guaratinguetá - SP, 12505-300, Brasil","Guaratinguetá, SP",5.0,"atração turística, ponto de interesse, estabelecimento",-228.108.111,-451.986.622,ChIJ-7f9NvjFzJQReDxKlrAf5Y8
